id,name
3116,rock urbano mexicano
3117,japanese indie pop
3118,cumbia funk
3119,haitian gospel
3120,dark black metal
3121,christian pop
3122,japanese city pop
3123,compositional ambient
3124,sungura
3125,japanese jazz fusion
3126,r&b
3127,danseband
3128,funk das antigas
3129,neo-progressive
3130,dark psytrance
3131,oaxaca indie
3132,power electronics
3133,austrian indie
3134,organic ambient
3135,tampa indie
3136,pianissimo
3137,hardcore hip hop
3138,beach music
3139,latin funk
3140,abstractro
3141,gothic alternative
3142,gruperas inmortales
3143,greek pop
3144,folk siciliana
3145,erotica
3146,japanese idm
3147,j-pop girl group
3148,classic soundtrack
3149,combos nacionales
3150,cedm
3151,eurodance
3152,alabama metal
3153,latin alternative
3154,classic uk pop
3155,chinese indie
3156,yacht rock
3157,black thrash
3158,protopunk
3159,ambient
3160,j-idol
3161,electro house
3162,ukrainian classical
3163,medieval rock
3164,electra
3165,semba
3166,quebec punk
3167,drone ambient
3168,rap latina
3169,new mexico music
3170,chilean hardcore
3171,lo-fi
3172,classical harp
3173,djent
3174,tulsa indie
3175,chicago blues
3176,comic metal
3177,stubenmusik
3178,pakistani indie
3179,progressive psytrance
3180,classic icelandic pop
3181,psychedelic punk
3182,peruvian hip hop
3183,nz hip hop
3184,traditional soul
3185,post-teen pop
3186,voidgrind
3187,doomcore
3188,psychedelic space rock
3189,rhode island indie
3190,sertanejo
3191,nordic house
3192,puerto rican indie
3193,post-punk
3194,latin viral pop
3195,avant-garde metal
3196,latin metal
3197,dmv rap
3198,korean indie rock
3199,tijuana indie
3200,leipzig indie
3201,hypnosis
3202,kawaii metal
3203,estonian indie
3204,andean
3205,classic girl group
3206,turkish soundtrack
3207,zikir
3208,k-pop
3209,pop urbaine
3210,steampunk
3211,baltimore hip hop
3212,finnish hardcore
3213,quran
3214,canterbury scene
3215,florida hardcore
3216,boogaloo
3217,vietnamese traditional
3218,cologne electronic
3219,montenegrin pop
3220,tavern
3221,miami indie
3222,mexican hardcore
3223,kavkaz
3224,african electronic
3225,relaxative
3226,indonesian city pop
3227,zouk riddim
3228,french death metal
3229,indie quebecois
3230,latin christian
3231,bakersfield sound
3232,indie tico
3233,hard bass
3234,vapor twitch
3235,dark hardcore
3236,belgian dance
3237,christian music
3238,swiss jazz
3239,southern soul blues
3240,belgian jazz
3241,greek house
3242,finnish reggae
3243,christian hard rock
3244,argentine alternative rock
3245,cypriot pop
3246,experimental psych
3247,venezuelan indie
3248,christian a cappella
3249,classical piano trio
3250,tamborazo
3251,power blues-rock
3252,deutsch disney
3253,choro
3254,cuento infantile
3255,reggae
3256,wrestling
3257,destroy techno
3258,latin ska
3259,bulgarian electronic
3260,belgian singer-songwriter
3261,industrial hip hop
3262,gauze pop
3263,vintage tango
3264,deep progressive trance
3265,atmospheric post-metal
3266,classical trumpet
3267,children's folk
3268,garage punk blues
3269,chilean rock
3270,iraqi pop
3271,hungarian underground rap
3272,ectofolk
3273,polish experimental electronic
3274,polish contemporary classical
3275,australian ska
3276,classic italian pop
3277,japanese instrumental
3278,trap brasileiro
3279,canadian metal
3280,british blues
3281,dubstep
3282,irish metal
3283,c-pop
3284,deep uplifting trance
3285,balkan trap
3286,chunchaca
3287,laboratorio
3288,scottish new wave
3289,rap ivoire
3290,rochester mn indie
3291,turkish trap
3292,vocal house
3293,lithuanian hip hop
3294,melodic metal
3295,melodic hardcore
3296,liverpool indie
3297,nc hip hop
3298,deep east coast hip hop
3299,swedish synth
3300,tunisian pop
3301,irish folk
3302,mexican rock
3303,hard house
3304,ambient folk
3305,oslo indie
3306,string folk
3307,kansas indie
3308,ecm-style jazz
3309,no wave
3310,pixie
3311,italian renaissance
3312,punk euskera
3313,acid rock
3314,nashville singer-songwriter
3315,swedish indie rock
3316,swedish hard rock
3317,latin surf rock
3318,british soul
3319,krautrock
3320,detroit indie
3321,moombahton
3322,toronto indie
3323,latin talent show
3324,mississippi indie
3325,recorder
3326,jazz trio
3327,banda carnavalera
3328,guqin
3329,tico
3330,memphis americana
3331,israeli jazz
3332,indonesian hardcore
3333,modern dream pop
3334,schranz
3335,fijian pop
3336,icelandic pop
3337,dansband
3338,hawaiian punk
3339,hip hop cubano
3340,post-romantic era
3341,indonesian indie
3342,irish accordion
3343,swedish techno
3344,tar
3345,pet calming
3346,old west
3347,birthday
3348,steelpan
3349,russian alternative
3350,detroit techno
3351,new orleans rap
3352,japanese melodic punk
3353,punk blues
3354,norman ok indie
3355,minimal dub
3356,deep indie pop
3357,alberta hip hop
3358,kosovan pop
3359,mpb
3360,boy pop
